,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
278,Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,Hyundai
279,Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,Hyundai
280,Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,Mahindra
281,Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,Mahindra
282,Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,Maruti
283,Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,Honda
284,Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,Toyota
285,Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,Maruti
286,Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,Maruti
287,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,Mahindra
288,Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,Mahindra
289,Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,Mahindra
290,Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,Tata
291,Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,Mahindra
292,Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,Renault
293,Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,Hyundai
294,Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,Maruti
295,Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,Chevrolet
296,Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,Maruti
297,Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,Hyundai
298,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,Ford
299,Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,Ford
300,Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,Hyundai
301,Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,Mahindra
302,Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,Hyundai
303,Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,Chevrolet
304,Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,Honda
305,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,Hyundai
306,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,Mahindra
307,Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,Hyundai
308,Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,Maruti
309,Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,Tata
310,Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,Maruti
311,Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,Chevrolet
312,Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,Maruti
313,Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,Datsun
314,Skoda Yeti Ambition 4WD,2011,350000,80000,Diesel,Individual,Manual,First Owner,Skoda
315,Maruti Zen LXi BSII,2002,60000,80000,Petrol,Individual,Manual,Second Owner,Maruti
316,Hyundai Verna CRDi 1.6 EX,2018,900000,24000,Diesel,Individual,Manual,First Owner,Hyundai
317,Ford Aspire Titanium Diesel BSIV,2017,700000,21170,Diesel,Dealer,Manual,First Owner,Ford
318,BMW 3 Series 320d Sport,2013,2000000,167223,Diesel,Dealer,Automatic,First Owner,BMW
319,Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,Diesel,Individual,Manual,First Owner,Maruti
320,BMW X1 sDrive 20d Exclusive,2011,1375000,60000,Diesel,Individual,Automatic,First Owner,BMW
321,Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,Diesel,Dealer,Manual,First Owner,Toyota
322,Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,Diesel,Individual,Manual,Third Owner,Chevrolet
323,Mitsubishi Outlander 2.4,2012,525000,140000,Petrol,Individual,Automatic,First Owner,Mitsubishi
324,Mahindra XUV500 W8 2WD,2012,850000,212814,Diesel,Dealer,Manual,First Owner,Mahindra
325,Maruti Baleno Alpha 1.3,2019,800000,30000,Diesel,Individual,Manual,First Owner,Maruti
326,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,Diesel,Dealer,Manual,First Owner,Ford
327,Maruti Swift Dzire VDI,2018,800000,25000,Diesel,Individual,Manual,First Owner,Maruti
328,Hyundai i20 1.2 Spotz,2017,575000,20000,Petrol,Individual,Manual,Second Owner,Hyundai
329,Renault Duster 110PS Diesel RxZ,2012,350000,110000,Diesel,Individual,Manual,Second Owner,Renault
330,Maruti Swift Vdi BSIII,2008,250000,120000,Diesel,Individual,Manual,Third Owner,Maruti
331,Ford Endeavour Titanium 4X2,2011,600000,149674,Diesel,Dealer,Manual,Second Owner,Ford
332,Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,Diesel,Individual,Manual,Third Owner,Mahindra
333,Maruti Baleno Vxi,2006,80000,120000,Petrol,Individual,Manual,Third Owner,Maruti
334,Tata Indica DLX,2003,50000,120000,Diesel,Individual,Manual,Second Owner,Tata
335,Hyundai Verna CRDi 1.6 EX,2018,900000,25000,Diesel,Individual,Manual,First Owner,Hyundai
336,Maruti Wagon R VXI BS IV,2014,300000,35000,Petrol,Individual,Manual,Second Owner,Maruti
337,Tata Indica LSI,2002,125000,40000,Petrol,Individual,Manual,First Owner,Tata
338,Maruti Swift Dzire VDI,2015,490000,60000,Diesel,Individual,Manual,Second Owner,Maruti
339,Toyota Etios Liva GD,2012,300000,50000,Diesel,Individual,Manual,Second Owner,Toyota
340,Tata Nano STD,2013,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,Tata
341,Hyundai Grand i10 Sportz,2016,350000,25000,Petrol,Individual,Manual,First Owner,Hyundai
342,Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,Diesel,Individual,Manual,First Owner,Hyundai
343,Maruti Ertiga SHVS VDI,2017,720000,60000,Diesel,Individual,Manual,First Owner,Maruti
344,Mahindra Bolero SLX,2006,229999,200000,Diesel,Individual,Manual,Third Owner,Mahindra
345,Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,Diesel,Individual,Manual,First Owner,Mahindra
346,Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner,Volkswagen
347,Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,Diesel,Individual,Manual,Second Owner,Hyundai
348,Chevrolet Beat Diesel PS,2012,159000,68000,Diesel,Dealer,Manual,First Owner,Chevrolet
349,Maruti Swift ZXi BSIV,2017,550000,38000,Petrol,Dealer,Manual,First Owner,Maruti
350,Maruti Ritz VDi,2013,335000,80000,Diesel,Dealer,Manual,First Owner,Maruti
351,Tata Indigo CS Emax CNG GLX,2014,185000,72000,CNG,Dealer,Manual,First Owner,Tata
352,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,CNG,Dealer,Manual,First Owner,Maruti
353,Maruti Estilo LXI,2014,225000,43000,Petrol,Dealer,Manual,First Owner,Maruti
354,Maruti Swift VXI with ABS,2007,250000,120000,Petrol,Individual,Manual,Second Owner,Maruti
355,Tata Zest Quadrajet 1.3 XM,2015,400000,100000,Diesel,Individual,Manual,First Owner,Tata
356,Maruti Swift VDI BSIV,2014,470000,163000,Diesel,Individual,Manual,First Owner,Maruti
357,Maruti Alto K10 VXI AGS Optional,2018,300000,25000,Petrol,Individual,Automatic,First Owner,Maruti
358,Maruti Alto LX,2011,145000,25000,Petrol,Individual,Manual,First Owner,Maruti
359,Maruti SX4 Vxi BSIII,2007,100000,90000,Petrol,Individual,Manual,Second Owner,Maruti
360,Mahindra Scorpio SLE BSIV,2014,500000,70000,Diesel,Individual,Manual,Second Owner,Mahindra
361,Hyundai Santro Xing GLS CNG,2010,130000,98000,CNG,Individual,Manual,Second Owner,Hyundai
362,Chevrolet Cruze LTZ,2010,240000,81925,Diesel,Individual,Manual,First Owner,Chevrolet
363,Ford Figo Diesel Celebration Edition,2013,150000,80000,Diesel,Individual,Manual,Second Owner,Ford
364,Renault KWID RXT Optional,2017,270000,40000,Petrol,Individual,Manual,First Owner,Renault
365,Maruti Swift Dzire VDI,2014,400000,90000,Diesel,Individual,Manual,First Owner,Maruti
366,Hyundai EON Era Plus,2012,200000,46000,Petrol,Individual,Manual,First Owner,Hyundai
367,Mahindra XUV500 W6 2WD,2012,550000,80000,Diesel,Individual,Manual,First Owner,Mahindra
368,Renault KWID 1.0 RXT Optional,2018,325000,35000,Petrol,Individual,Manual,First Owner,Renault
369,Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,Diesel,Individual,Automatic,First Owner,Skoda
370,Mahindra XUV500 W8 2WD,2012,600000,200000,Diesel,Individual,Manual,First Owner,Mahindra
371,Chevrolet Spark 1.0,2009,125000,70000,Petrol,Individual,Manual,First Owner,Chevrolet
372,Maruti 800 AC,2000,60000,40000,Petrol,Individual,Manual,Third Owner,Maruti
373,Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,Diesel,Individual,Manual,Third Owner,Chevrolet
374,Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,Petrol,Individual,Manual,Third Owner,Ford
375,Maruti Ertiga VDI,2013,400000,110000,Diesel,Individual,Manual,First Owner,Maruti
376,Tata Manza Aura Quadrajet BS IV,2011,260000,97000,Diesel,Individual,Manual,Second Owner,Tata
377,Maruti Swift VVT VXI,2017,400000,30000,Petrol,Individual,Manual,First Owner,Maruti
378,Hyundai i20 Sportz Petrol,2010,250000,40000,Petrol,Individual,Manual,First Owner,Hyundai
379,Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,Petrol,Individual,Manual,First Owner,Hyundai
380,Maruti Zen Estilo VXI BSIV,2010,175000,52047,Petrol,Individual,Manual,First Owner,Maruti
381,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,Diesel,Individual,Manual,Third Owner,Toyota
382,Tata Tiago 1.2 Revotron XZA,2019,350000,15000,Petrol,Individual,Automatic,Second Owner,Tata
383,Maruti Vitara Brezza ZDi,2018,800000,50000,Diesel,Individual,Manual,First Owner,Maruti
384,Maruti Swift VXI BSIII,2011,250000,70000,Petrol,Individual,Manual,Second Owner,Maruti
385,Maruti Swift VXI BSIV,2019,600000,10000,Petrol,Individual,Manual,First Owner,Maruti
386,Maruti Swift VDI BSIV,2017,600000,90000,Diesel,Individual,Manual,First Owner,Maruti
387,Maruti Alto 800 LXI,2016,130000,40000,Petrol,Individual,Manual,First Owner,Maruti
388,Maruti Wagon R LXI,2006,90000,62009,Petrol,Individual,Manual,Second Owner,Maruti
389,Hyundai i20 Active 1.2 S,2017,595000,33100,Petrol,Individual,Manual,Second Owner,Hyundai
390,Hyundai EON Era Plus,2014,190000,40000,Petrol,Individual,Manual,Second Owner,Hyundai
391,Hyundai Santro GLS I - Euro I,1999,50000,120000,Petrol,Individual,Manual,Second Owner,Hyundai
392,Maruti Wagon R LXI Minor,2007,95000,80000,Petrol,Individual,Manual,First Owner,Maruti
393,Tata Safari Storme VX,2016,1000000,70000,Diesel,Individual,Manual,First Owner,Tata
394,Mahindra Scorpio REV 116,2006,220000,220000,Petrol,Individual,Manual,Second Owner,Mahindra
395,Mahindra Bolero SLX,2010,400000,50000,Diesel,Individual,Manual,First Owner,Mahindra
396,Datsun GO Plus A,2015,315000,45000,Petrol,Individual,Manual,Second Owner,Datsun
397,Toyota Fortuner 4x4 MT,2014,1000000,110000,Diesel,Individual,Manual,First Owner,Toyota
398,Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,Diesel,Individual,Manual,First Owner,Ford
399,Mahindra XUV500 W11 AT BSIV,2018,1600000,35000,Diesel,Individual,Automatic,First Owner,Mahindra
400,Mahindra Supro VX 8 Str,2017,500000,160000,Diesel,Individual,Manual,First Owner,Mahindra
401,Maruti Alto LX,2007,70000,180000,Petrol,Individual,Manual,Third Owner,Maruti
402,Maruti 800 AC,2007,105000,60000,Petrol,Individual,Manual,Second Owner,Maruti
403,Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,Diesel,Individual,Manual,Third Owner,Ford
404,Maruti Wagon R LXI,2004,80000,60000,Petrol,Individual,Manual,Third Owner,Maruti
405,Maruti Alto 800 VXI,2016,300000,30000,Petrol,Individual,Manual,First Owner,Maruti
406,Mahindra KUV 100 D75 K2,2017,409999,40000,Diesel,Individual,Manual,First Owner,Mahindra
407,Maruti Swift Glam,2009,250000,70000,Petrol,Individual,Manual,First Owner,Maruti
408,Tata New Safari DICOR 2.2 EX 4x2,2010,250000,120000,Diesel,Individual,Manual,Second Owner,Tata
409,Maruti Swift Dzire VDI,2012,215000,80000,Diesel,Individual,Manual,Third Owner,Maruti
410,Toyota Fortuner 4x4 MT,2015,1400000,120000,Diesel,Individual,Manual,First Owner,Toyota
411,Honda Brio 1.2 VX MT,2018,475000,20000,Petrol,Individual,Manual,First Owner,Honda
412,Honda Brio 1.2 VX MT,2018,475000,22000,Petrol,Individual,Manual,First Owner,Honda
413,Chevrolet Spark 1.0 LS,2008,75000,35000,Petrol,Individual,Manual,Second Owner,Chevrolet
414,Chevrolet Sail Hatchback LS ABS,2013,200000,120000,Diesel,Individual,Manual,Second Owner,Chevrolet
415,Tata Tiago NRG Petrol,2019,575000,8000,Petrol,Individual,Manual,First Owner,Tata
416,Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,Second Owner,Maruti
417,Maruti Vitara Brezza ZDi Plus,2018,850000,10000,Diesel,Individual,Manual,First Owner,Maruti
418,Hyundai Santro Era,2019,350000,30000,Petrol,Individual,Manual,First Owner,Hyundai
419,Ford Endeavour 2.5L 4X2 MT,2011,550000,54000,Diesel,Individual,Manual,Second Owner,Ford
420,Hyundai Verna 1.4 VTVT,2017,330000,80577,Petrol,Individual,Manual,First Owner,Hyundai
421,Honda City i-DTEC V,2017,1044999,25000,Diesel,Individual,Manual,First Owner,Honda
422,Hyundai Verna 1.6 CRDI,2011,300000,127500,Diesel,Individual,Manual,Second Owner,Hyundai
423,Hyundai EON D Lite Plus,2015,235000,40903,Petrol,Dealer,Manual,First Owner,Hyundai
424,Ford Figo Petrol Titanium,2011,120000,60000,Petrol,Individual,Manual,Third Owner,Ford
425,Maruti Wagon R VXI,2004,130000,46000,Petrol,Individual,Manual,First Owner,Maruti
426,Ford Endeavour 4x4 XLT,2004,275000,22288,Diesel,Dealer,Manual,Second Owner,Ford
427,Volkswagen Jetta 2.0 TDI Trendline,2011,270000,180000,Diesel,Individual,Manual,Second Owner,Volkswagen
428,Volkswagen Polo 1.5 TDI Highline,2015,500000,30000,Diesel,Individual,Manual,Second Owner,Volkswagen
429,Hyundai Grand i10 Sportz,2015,400000,61690,Petrol,Dealer,Manual,First Owner,Hyundai
430,Hyundai i20 Asta 1.2,2015,600000,64484,Petrol,Dealer,Manual,First Owner,Hyundai
431,Audi Q5 2.0 TDI,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner,Audi
432,Renault Duster 85PS Diesel RxE,2013,400000,75976,Diesel,Dealer,Manual,Second Owner,Renault
433,Ford Figo Diesel Titanium,2011,220000,70000,Diesel,Individual,Manual,Second Owner,Ford
434,Honda Brio E MT,2012,300000,85962,Petrol,Dealer,Manual,Second Owner,Honda
435,Maruti Omni E MPI STD BS IV,2018,250000,120000,Petrol,Individual,Manual,First Owner,Maruti
436,Honda Mobilio V i DTEC,2015,600000,120000,Diesel,Individual,Manual,First Owner,Honda
437,Honda Brio S Option AT,2012,285000,75000,Petrol,Individual,Automatic,Second Owner,Honda
438,Honda Accord 2.4 MT,2009,350000,57035,Petrol,Dealer,Manual,First Owner,Honda
439,Mahindra Bolero SLX,2011,170000,70000,Diesel,Individual,Manual,Third Owner,Mahindra
440,Ford Figo 1.2P Ambiente MT,2015,229999,45000,Petrol,Individual,Manual,First Owner,Ford
441,Mahindra XUV500 W6 2WD,2013,500000,72104,Diesel,Dealer,Manual,Second Owner,Mahindra
442,Tata Nano Lx,2011,75000,15000,Petrol,Individual,Manual,First Owner,Tata
443,Hyundai i20 Active 1.2 SX,2016,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai
444,Tata Indigo LS Dicor,2011,220000,80000,Diesel,Individual,Manual,First Owner,Tata
445,Tata Indica Vista Terra 1.4 TDI,2009,150000,164000,Diesel,Individual,Manual,Second Owner,Tata
446,Maruti Alto LX,2006,65000,124439,Petrol,Individual,Manual,Second Owner,Maruti
447,Maruti Zen VXI,2006,120000,77000,Petrol,Individual,Manual,Second Owner,Maruti
448,Maruti Swift Dzire VDI,2014,240000,90000,Diesel,Individual,Manual,First Owner,Maruti
449,Renault KWID 1.0 RXT Optional,2017,390000,30000,Petrol,Individual,Manual,First Owner,Renault
450,Chevrolet Beat LS,2012,180000,50000,Petrol,Individual,Manual,First Owner,Chevrolet
451,Maruti Swift VDI,2012,320000,80000,Diesel,Individual,Manual,Second Owner,Maruti
452,Maruti Alto 800 LXI,2018,310000,5000,Petrol,Individual,Manual,First Owner,Maruti
453,Maruti Wagon R AMT VXI,2018,420000,24000,Petrol,Individual,Automatic,First Owner,Maruti
454,Tata Tiago NRG Petrol,2019,550000,10000,Petrol,Individual,Manual,First Owner,Tata
455,Maruti Ertiga SHVS VDI,2016,550000,78000,Diesel,Individual,Manual,Third Owner,Maruti
456,Mahindra TUV 300 T4 Plus,2018,760000,50000,Diesel,Individual,Manual,First Owner,Mahindra
457,Maruti 800 AC BSII,2001,43000,100000,Petrol,Individual,Manual,Second Owner,Maruti
458,Maruti Omni MPI STD BSIV,2018,250000,20000,Petrol,Individual,Manual,First Owner,Maruti
459,Hyundai Santro Magna BSIV,2019,500000,1250,Petrol,Individual,Manual,First Owner,Hyundai
460,Tata Zest Revotron 1.2 XT,2015,380000,17152,Petrol,Individual,Manual,First Owner,Tata
461,Mahindra XUV500 W11 Option AT AWD,2019,1850000,5000,Diesel,Individual,Automatic,First Owner,Mahindra
462,Volkswagen Polo Diesel Trendline 1.2L,2012,350000,77000,Diesel,Individual,Manual,First Owner,Volkswagen
463,Hyundai Verna CRDi,2008,195000,90000,Diesel,Individual,Manual,Second Owner,Hyundai
464,Chevrolet Beat LS,2011,225000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet
465,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,1125000,65000,Diesel,Individual,Manual,First Owner,Toyota
466,Tata Indica Vista Quadrajet LX,2011,133000,80000,Diesel,Individual,Manual,First Owner,Tata
467,Hyundai EON Era Plus,2013,200000,24005,Petrol,Individual,Manual,First Owner,Hyundai
468,Maruti Vitara Brezza ZDi Plus,2018,940000,20000,Diesel,Individual,Manual,First Owner,Maruti
469,Renault Duster 85PS Diesel RxL,2014,400000,120000,Diesel,Individual,Manual,First Owner,Renault
470,Hyundai i10 Era 1.1,2009,120000,120000,Petrol,Individual,Manual,Second Owner,Hyundai
471,Maruti Swift Dzire ZDI,2015,625000,80000,Diesel,Individual,Manual,First Owner,Maruti
472,Maruti Swift 1.3 VXi,2005,110000,80000,Petrol,Individual,Manual,First Owner,Maruti
473,Renault Duster 110PS Diesel RxZ,2012,490000,100000,Diesel,Individual,Manual,First Owner,Renault
474,Maruti Alto LX,2009,140000,120000,Petrol,Individual,Manual,Second Owner,Maruti
475,Ford Figo Diesel ZXI,2011,175000,149000,Diesel,Individual,Manual,Second Owner,Ford
476,Maruti Wagon R LXI BSIII,2005,90000,65000,Petrol,Individual,Manual,Second Owner,Maruti
477,Maruti Swift Ldi BSIV,2009,275000,100000,Diesel,Individual,Manual,Second Owner,Maruti
478,Volkswagen Vento Diesel Highline,2011,300000,65000,Diesel,Individual,Manual,Second Owner,Volkswagen
479,Datsun GO Plus T Option BSIV,2018,270000,19000,Petrol,Individual,Manual,Second Owner,Datsun
480,Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet
481,Maruti Alto K10 VXI Airbag,2015,275000,30000,Petrol,Individual,Manual,First Owner,Maruti
482,Maruti Swift VDI,2012,352000,109000,Diesel,Individual,Manual,First Owner,Maruti
483,Hyundai EON LPG Magna Plus,2012,180000,90000,LPG,Individual,Manual,First Owner,Hyundai
484,Maruti Alto LX,2012,150000,90000,Petrol,Individual,Manual,First Owner,Maruti
486,Maruti Swift Vdi BSIII,2010,300000,110000,Diesel,Individual,Manual,Second Owner,Maruti
487,Mahindra Bolero DI DX 7 Seater,2007,225000,120000,Diesel,Individual,Manual,First Owner,Mahindra
488,Honda Mobilio V i DTEC,2014,600000,44000,Diesel,Individual,Manual,First Owner,Honda
489,Maruti Ertiga BSIV ZXI,2015,500000,80000,Petrol,Individual,Manual,First Owner,Maruti
490,Honda BR-V i-VTEC S MT,2018,900000,5000,Petrol,Individual,Manual,First Owner,Honda
491,Hyundai i20 Magna 1.2,2016,600000,61000,Petrol,Individual,Manual,First Owner,Hyundai
492,Toyota Etios VD,2011,450000,100000,Diesel,Individual,Manual,Second Owner,Toyota
493,Hyundai i10 Era 1.1,2009,270000,27633,Petrol,Individual,Manual,First Owner,Hyundai
494,Maruti Swift Vdi BSIII,2010,310000,100000,Diesel,Individual,Manual,Third Owner,Maruti
495,Hyundai Santro Xing GLS Audio LPG,2012,250000,100000,LPG,Individual,Manual,First Owner,Hyundai
496,Ford Figo 1.2P Titanium MT,2019,700000,12586,Petrol,Dealer,Manual,First Owner,Ford
497,Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,650000,38083,Diesel,Dealer,Manual,First Owner,Fiat
498,Ford Figo Diesel ZXI,2012,400000,55328,Diesel,Dealer,Manual,First Owner,Ford
499,Ford Figo Diesel Titanium,2012,425000,81632,Diesel,Dealer,Manual,First Owner,Ford
500,Ford Aspire Titanium Diesel BSIV,2016,600000,155201,Diesel,Dealer,Manual,First Owner,Ford
